154,1471,1047,1637,1330
158,1629,1078,1689,1286
182,1813,1168,1708,1290
202,1927,1284,1797,1348
195,1930,1324,1813,1383
203,2081,1343,1870,1400
238,2078,1289,1855,1432
455,1939,1184,1836,1405
318,2110,1276,1893,1394
327,1935,1200,1859,136
