41,22,3,0,0
37,26,1,0,0
31,14,0,0,0
66,71,6,0,0
53,19,0,0,0
61,31,0,2,0
113,73,12,0,0
50,10,0,0,0
44,23,4,0,0
101,24,2,2,0
